Link,Date,Name,Opponent,F1_Win,F1_Draw,Result_clean,EndRound
http://www.ufcstats.com/fighter-details/7a703c565ccaa18f,2019-11-16,Ronaldo Souza,Jan Blachowicz,FALSE,FALSE,Split Decision,5
http://www.ufcstats.com/fighter-details/7a703c565ccaa18f,2019-04-27,Ronaldo Souza,Jack Hermansson,FALSE,FALSE,Unanimous Decision,5
http://www.ufcstats.com/fighter-details/7a703c565ccaa18f,2018-11-03,Ronaldo Souza,Chris Weidman,TRUE,FALSE,Knockout,3
http://www.ufcstats.com/fighter-details/7aa3d6964eff4877,2022-03-12,Alex Caceres,Sodiq Yusuff,FALSE,FALSE,Unanimous Decision,3
http://www.ufcstats.com/fighter-details/7aa3d6964eff4877,2021-10-23,Alex Caceres,SeungWoo Choi,TRUE,FALSE,Submission,2
http://www.ufcstats.com/fighter-details/7aa3d6964eff4877,2021-02-27,Alex Caceres,Kevin Croom,TRUE,FALSE,Unanimous Decision,3
http://www.ufcstats.com/fighter-details/7aa3d6964eff4877,2020-08-29,Alex Caceres,Austin Springer,TRUE,FALSE,Submission,1
http://www.ufcstats.com/fighter-details/7aa3d6964eff4877,2020-06-06,Alex Caceres,Chase Hooper,TRUE,FALSE,Unanimous Decision,3
http://www.ufcstats.com/fighter-details/7aa88401f93ce836,2002-05-10,Amar Suloev,Phil Baroni,FALSE,FALSE,Knockout,1
http://www.ufcstats.com/fighter-details/7aa88401f93ce836,2002-01-11,Amar Suloev,Chuck Liddell,FALSE,FALSE,Unanimous Decision,3
http://www.ufcstats.com/fighter-details/7ab478c397cd68ef,2022-03-26,Aliaskhab Khizriev,Denis Tiuliulin,TRUE,FALSE,Submission,2
http://www.ufcstats.com/fighter-details/7abe471b61725980,2014-10-25,Fabricio Camoes,Anthony Rocco Martin,FALSE,FALSE,Submission,1
http://www.ufcstats.com/fighter-details/7abe471b61725980,2013-12-28,Fabricio Camoes,Jim Miller,FALSE,FALSE,Submission,1
http://www.ufcstats.com/fighter-details/7abe471b61725980,2012-07-07,Fabricio Camoes,Melvin Guillard,FALSE,FALSE,Unanimous Decision,3
http://www.ufcstats.com/fighter-details/7abe471b61725980,2012-01-20,Fabricio Camoes,Tommy Hayden,TRUE,FALSE,Submission,1
http://www.ufcstats.com/fighter-details/7abe471b61725980,2010-03-27,Fabricio Camoes,Kurt Pellegrino,FALSE,FALSE,Submission,2
http://www.ufcstats.com/fighter-details/7acbb0972e75281a,2021-10-23,Marvin Vettori,Paulo Costa,TRUE,FALSE,Unanimous Decision,5
http://www.ufcstats.com/fighter-details/7acbb0972e75281a,2021-06-12,Marvin Vettori,Israel Adesanya,FALSE,FALSE,Unanimous Decision,5
http://www.ufcstats.com/fighter-details/7acbb0972e75281a,2021-04-10,Marvin Vettori,Kevin Holland,TRUE,FALSE,Unanimous Decision,5
http://www.ufcstats.com/fighter-details/7acbb0972e75281a,2020-12-05,Marvin Vettori,Jack Hermansson,TRUE,FALSE,Unanimous Decision,5
http://www.ufcstats.com/fighter-details/7acbb0972e75281a,2020-06-13,Marvin Vettori,Karl Roberson,TRUE,FALSE,Submission,1
http://www.ufcstats.com/fighter-details/7af33fc4435017f1,2021-08-28,Brady Hiestand,Ricky Turcios,FALSE,FALSE,Split Decision,3
http://www.ufcstats.com/fighter-details/7b143a54451263d9,2013-02-16,Paul Sass,Danny Castillo,FALSE,FALSE,Unanimous Decision,3
http://www.ufcstats.com/fighter-details/7b143a54451263d9,2012-09-29,Paul Sass,Matt Wiman,FALSE,FALSE,Submission,1
http://www.ufcstats.com/fighter-details/7b143a54451263d9,2012-05-26,Paul Sass,Jacob Volkmann,TRUE,FALSE,Submission,1
http://www.ufcstats.com/fighter-details/7b143a54451263d9,2011-10-01,Paul Sass,Michael Johnson,TRUE,FALSE,Submission,1
http://www.ufcstats.com/fighter-details/7b143a54451263d9,2010-10-16,Paul Sass,Mark Holst,TRUE,FALSE,Submission,1
http://www.ufcstats.com/fighter-details/7b310409440c9102,2015-05-16,Zhang Lipeng,Kajan Johnson,FALSE,FALSE,Unanimous Decision,3
http://www.ufcstats.com/fighter-details/7b310409440c9102,2015-01-18,Zhang Lipeng,Chris Wade,FALSE,FALSE,Unanimous Decision,3
http://www.ufcstats.com/fighter-details/7b310409440c9102,2014-08-23,Zhang Lipeng,Brendan O'Reilly,TRUE,FALSE,Unanimous Decision,3
http://www.ufcstats.com/fighter-details/7b310409440c9102,2014-03-01,Zhang Lipeng,Sai Wang,TRUE,FALSE,Split Decision,3
http://www.ufcstats.com/fighter-details/7b39035fae7268b8,2015-01-18,Matt Van Buren,Sean O'Connell,FALSE,FALSE,Knockout,3
http://www.ufcstats.com/fighter-details/7b39035fae7268b8,2014-07-06,Matt Van Buren,Corey Anderson,FALSE,FALSE,Knockout,1
http://www.ufcstats.com/fighter-details/7b433309b0fd12aa,2019-09-14,Brad Katona,Hunter Azure,FALSE,FALSE,Unanimous Decision,3
http://www.ufcstats.com/fighter-details/7b433309b0fd12aa,2019-05-04,Brad Katona,Merab Dvalishvili,FALSE,FALSE,Unanimous Decision,3
http://www.ufcstats.com/fighter-details/7b433309b0fd12aa,2018-12-08,Brad Katona,Matthew Lopez,TRUE,FALSE,Unanimous Decision,3
http://www.ufcstats.com/fighter-details/7b433309b0fd12aa,2018-07-06,Brad Katona,Jay Cucciniello,TRUE,FALSE,Unanimous Decision,3
http://www.ufcstats.com/fighter-details/7b6ce3a9460565b5,1999-09-24,Valeri Ignatov,Matt Hughes,FALSE,FALSE,Unanimous Decision,3
http://www.ufcstats.com/fighter-details/7b6ce3a9460565b5,1999-03-05,Valeri Ignatov,Evan Tanner,FALSE,FALSE,Knockout,1
http://www.ufcstats.com/fighter-details/7b6e40a73b567072,2006-12-13,Shonie Carter,Marcus Davis,FALSE,FALSE,Unanimous Decision,3
http://www.ufcstats.com/fighter-details/7b6e40a73b567072,2005-06-04,Shonie Carter,Nate Quarry,FALSE,FALSE,Knockout,1
http://www.ufcstats.com/fighter-details/7b6e40a73b567072,2001-06-29,Shonie Carter,Pat Miletich,FALSE,FALSE,Knockout,2
http://www.ufcstats.com/fighter-details/7b6e40a73b567072,2001-05-04,Shonie Carter,Matt Serra,TRUE,FALSE,Knockout,3
http://www.ufcstats.com/fighter-details/7b6e40a73b567072,2000-06-09,Shonie Carter,Adrian Serrano,TRUE,FALSE,Unanimous Decision,2
http://www.ufcstats.com/fighter-details/7b9aa973e5c04624,2003-06-06,Eddie Ruiz,Yves Edwards,FALSE,FALSE,Unanimous Decision,3
http://www.ufcstats.com/fighter-details/7bc475b0fc2020ab,2012-06-22,Luis Ramos,Matt Brown,FALSE,FALSE,Knockout,2
http://www.ufcstats.com/fighter-details/7bc475b0fc2020ab,2011-08-27,Luis Ramos,Erick Silva,FALSE,FALSE,Knockout,1
http://www.ufcstats.com/fighter-details/7bc96507e4b38d3b,2014-07-19,Cody Donovan,Nikita Krylov,FALSE,FALSE,Knockout,1
http://www.ufcstats.com/fighter-details/7bc96507e4b38d3b,2013-11-16,Cody Donovan,Gian Villante,FALSE,FALSE,Knockout,2
http://www.ufcstats.com/fighter-details/7bc96507e4b38d3b,2013-08-17,Cody Donovan,Ovince Saint Preux,FALSE,FALSE,Knockout,1
http://www.ufcstats.com/fighter-details/7bc96507e4b38d3b,2012-12-14,Cody Donovan,Nick Penner,TRUE,FALSE,Knockout,1
http://www.ufcstats.com/fighter-details/7bd94b60d7521e4a,2013-07-27,John Albert,Yaotzin Meza,FALSE,FALSE,Submission,2
http://www.ufcstats.com/fighter-details/7bd94b60d7521e4a,2012-12-08,John Albert,Scott Jorgensen,FALSE,FALSE,Submission,1
http://www.ufcstats.com/fighter-details/7bd94b60d7521e4a,2012-06-01,John Albert,Erik Perez,FALSE,FALSE,Submission,1
http://www.ufcstats.com/fighter-details/7bd94b60d7521e4a,2012-02-15,John Albert,Ivan Menjivar,FALSE,FALSE,Submission,1
http://www.ufcstats.com/fighter-details/7bd94b60d7521e4a,2011-12-03,John Albert,Dustin Pague,TRUE,FALSE,Knockout,1
http://www.ufcstats.com/fighter-details/7bde387d50829adf,2020-11-07,Eduardo Garagorri,Darren Elkins,FALSE,FALSE,Submission,3
http://www.ufcstats.com/fighter-details/7bde387d50829adf,2019-11-16,Eduardo Garagorri,Ricardo Ramos,FALSE,FALSE,Submission,1
http://www.ufcstats.com/fighter-details/7bde387d50829adf,2019-08-10,Eduardo Garagorri,Humberto Bandenay,TRUE,FALSE,Unanimous Decision,3
http://www.ufcstats.com/fighter-details/7be14eaed4c74856,2022-06-25,Brian Kelleher,Mario Bautista,FALSE,FALSE,Submission,1
http://www.ufcstats.com/fighter-details/7be14eaed4c74856,2022-03-05,Brian Kelleher,Umar Nurmagomedov,FALSE,FALSE,Submission,1
http://www.ufcstats.com/fighter-details/7be14eaed4c74856,2022-01-15,Brian Kelleher,Kevin Croom,TRUE,FALSE,Unanimous Decision,3
http://www.ufcstats.com/fighter-details/7be14eaed4c74856,2021-08-21,Brian Kelleher,Domingo Pilarte,TRUE,FALSE,Unanimous Decision,3
http://www.ufcstats.com/fighter-details/7be14eaed4c74856,2021-02-13,Brian Kelleher,Ricky Simon,FALSE,FALSE,Unanimous Decision,3
http://www.ufcstats.com/fighter-details/7be63795363029e8,2013-12-14,Cody McKenzie,Sam Stout,FALSE,FALSE,Unanimous Decision,3
http://www.ufcstats.com/fighter-details/7be63795363029e8,2013-04-27,Cody McKenzie,Leonard Garcia,TRUE,FALSE,Unanimous Decision,3
http://www.ufcstats.com/fighter-details/7be63795363029e8,2012-07-07,Cody McKenzie,Chad Mendes,FALSE,FALSE,Knockout,1
http://www.ufcstats.com/fighter-details/7be63795363029e8,2012-05-15,Cody McKenzie,Marcus LeVesseur,TRUE,FALSE,Submission,1
http://www.ufcstats.com/fighter-details/7be63795363029e8,2011-09-17,Cody McKenzie,Vagner Rocha,FALSE,FALSE,Submission,2
http://www.ufcstats.com/fighter-details/7be74a12d7352df2,2022-03-26,Sara McMann,Karol Rosa,TRUE,FALSE,Unanimous Decision,3
http://www.ufcstats.com/fighter-details/7be74a12d7352df2,2021-01-23,Sara McMann,Julianna Pena,FALSE,FALSE,Submission,3
http://www.ufcstats.com/fighter-details/7be74a12d7352df2,2020-01-25,Sara McMann,Lina Lansberg,TRUE,FALSE,Unanimous Decision,3
http://www.ufcstats.com/fighter-details/7be74a12d7352df2,2018-02-24,Sara McMann,Marion Reneau,FALSE,FALSE,Submission,2
http://www.ufcstats.com/fighter-details/7be74a12d7352df2,2017-09-09,Sara McMann,Ketlen Vieira,FALSE,FALSE,Submission,2
http://www.ufcstats.com/fighter-details/7c0847d3854a95f2,2007-05-26,Sean Salmon,Alan Belcher,FALSE,FALSE,Submission,1
http://www.ufcstats.com/fighter-details/7c0847d3854a95f2,2007-01-25,Sean Salmon,Rashad Evans,FALSE,FALSE,Knockout,2
http://www.ufcstats.com/fighter-details/7c35f869033901ae,2013-03-02,Riki Fukuda,Brad Tavares,FALSE,FALSE,Unanimous Decision,3
http://www.ufcstats.com/fighter-details/7c35f869033901ae,2012-11-10,Riki Fukuda,Tom DeBlass,TRUE,FALSE,Unanimous Decision,3
http://www.ufcstats.com/fighter-details/7c35f869033901ae,2012-07-07,Riki Fukuda,Constantinos Philippou,FALSE,FALSE,Unanimous Decision,3
http://www.ufcstats.com/fighter-details/7c35f869033901ae,2012-02-25,Riki Fukuda,Steve Cantwell,TRUE,FALSE,Unanimous Decision,3
http://www.ufcstats.com/fighter-details/7c35f869033901ae,2011-02-26,Riki Fukuda,Nick Ring,FALSE,FALSE,Unanimous Decision,3
http://www.ufcstats.com/fighter-details/7c3c48cf54a2848e,2018-11-17,Yuta Sasaki,Alexandre Pantoja,FALSE,FALSE,Submission,1
http://www.ufcstats.com/fighter-details/7c3c48cf54a2848e,2018-06-23,Yuta Sasaki,Jenel Lausa,TRUE,FALSE,Submission,2
http://www.ufcstats.com/fighter-details/7c3c48cf54a2848e,2017-09-22,Yuta Sasaki,Jussier Formiga,FALSE,FALSE,Submission,1
http://www.ufcstats.com/fighter-details/7c3c48cf54a2848e,2017-06-17,Yuta Sasaki,Justin Scoggins,TRUE,FALSE,Submission,2
http://www.ufcstats.com/fighter-details/7c3c48cf54a2848e,2017-02-11,Yuta Sasaki,Wilson Reis,FALSE,FALSE,Unanimous Decision,3
http://www.ufcstats.com/fighter-details/7c6e87729e824ef4,2015-07-15,Ildemar Alcantara,Kevin Casey,FALSE,FALSE,Unanimous Decision,3
http://www.ufcstats.com/fighter-details/7c6e87729e824ef4,2015-01-31,Ildemar Alcantara,Richardson Moreira,TRUE,FALSE,Split Decision,3
http://www.ufcstats.com/fighter-details/7c6e87729e824ef4,2014-07-05,Ildemar Alcantara,Kenny Robertson,FALSE,FALSE,Unanimous Decision,3
http://www.ufcstats.com/fighter-details/7c6e87729e824ef4,2014-02-15,Ildemar Alcantara,Albert Tumenov,TRUE,FALSE,Split Decision,3
http://www.ufcstats.com/fighter-details/7c6e87729e824ef4,2013-10-09,Ildemar Alcantara,Igor Araujo,FALSE,FALSE,Unanimous Decision,3
http://www.ufcstats.com/fighter-details/7c7332319c14094c,2022-04-30,Marlon Vera,Rob Font,TRUE,FALSE,Unanimous Decision,5
http://www.ufcstats.com/fighter-details/7c7332319c14094c,2021-11-06,Marlon Vera,Frankie Edgar,TRUE,FALSE,Knockout,3
http://www.ufcstats.com/fighter-details/7c7332319c14094c,2021-06-19,Marlon Vera,Davey Grant,TRUE,FALSE,Unanimous Decision,3
http://www.ufcstats.com/fighter-details/7c7332319c14094c,2020-12-19,Marlon Vera,Jose Aldo,FALSE,FALSE,Unanimous Decision,3
http://www.ufcstats.com/fighter-details/7c7332319c14094c,2020-08-15,Marlon Vera,Sean O'Malley,TRUE,FALSE,Knockout,1
http://www.ufcstats.com/fighter-details/7c9c6a884be167fe,2019-07-20,Jin Soo Son,Mario Bautista,FALSE,FALSE,Unanimous Decision,3
http://www.ufcstats.com/fighter-details/7c9c6a884be167fe,2018-09-15,Jin Soo Son,Petr Yan,FALSE,FALSE,Unanimous Decision,3
http://www.ufcstats.com/fighter-details/7c9f96f9a6a5cd50,2020-09-12,Brok Weaver,Jalin Turner,FALSE,FALSE,Submission,2
http://www.ufcstats.com/fighter-details/7c9f96f9a6a5cd50,2020-05-30,Brok Weaver,Roosevelt Roberts,FALSE,FALSE,Submission,2
http://www.ufcstats.com/fighter-details/7c9f96f9a6a5cd50,2020-02-15,Brok Weaver,Kazula Vargas,TRUE,FALSE,Other,1
http://www.ufcstats.com/fighter-details/7ca4c3f8aa8bacae,1998-10-16,Paulo Santos,Cesar Marscucci,FALSE,FALSE,Knockout,1
http://www.ufcstats.com/fighter-details/7cbf7c78d3b34218,2022-07-30,Drakkar Klose,Rafa Garcia,TRUE,FALSE,Unanimous Decision,3
http://www.ufcstats.com/fighter-details/7cbf7c78d3b34218,2022-04-16,Drakkar Klose,Brandon Jenkins,TRUE,FALSE,Knockout,2
http://www.ufcstats.com/fighter-details/7cbf7c78d3b34218,2020-03-07,Drakkar Klose,Beneil Dariush,FALSE,FALSE,Knockout,2
http://www.ufcstats.com/fighter-details/7cbf7c78d3b34218,2019-08-17,Drakkar Klose,Christos Giagos,TRUE,FALSE,Unanimous Decision,3
http://www.ufcstats.com/fighter-details/7cbf7c78d3b34218,2018-12-15,Drakkar Klose,Bobby Green,TRUE,FALSE,Unanimous Decision,3
http://www.ufcstats.com/fighter-details/7cdd3e5d3aa9cb39,2016-05-08,Yan Cabral,Reza Madadi,FALSE,FALSE,Knockout,3
http://www.ufcstats.com/fighter-details/7cdd3e5d3aa9cb39,2015-11-07,Yan Cabral,Johnny Case,FALSE,FALSE,Unanimous Decision,3
http://www.ufcstats.com/fighter-details/7cdd3e5d3aa9cb39,2014-10-25,Yan Cabral,Naoyuki Kotani,TRUE,FALSE,Submission,2
http://www.ufcstats.com/fighter-details/7cdd3e5d3aa9cb39,2014-05-10,Yan Cabral,Zak Cummings,FALSE,FALSE,Unanimous Decision,3
http://www.ufcstats.com/fighter-details/7cdd3e5d3aa9cb39,2013-10-09,Yan Cabral,David Mitchell,TRUE,FALSE,Unanimous Decision,3
http://www.ufcstats.com/fighter-details/7cf20446453f852b,2013-01-19,Milton Vieira,Godofredo Pepey,FALSE,FALSE,Split Decision,3
http://www.ufcstats.com/fighter-details/7cf20446453f852b,2012-06-23,Milton Vieira,Felipe Arantes,FALSE,TRUE,Other,3
http://www.ufcstats.com/fighter-details/7d09200f6a77b20e,2013-03-16,Colin Fletcher,Mike Ricci,FALSE,FALSE,Unanimous Decision,3
http://www.ufcstats.com/fighter-details/7d09200f6a77b20e,2012-12-14,Colin Fletcher,Norman Parke,FALSE,FALSE,Unanimous Decision,3
http://www.ufcstats.com/fighter-details/7d21de9c6d7c98b2,2009-02-07,Rich Clementi,Gleison Tibau,FALSE,FALSE,Submission,1
http://www.ufcstats.com/fighter-details/7d21de9c6d7c98b2,2008-10-25,Rich Clementi,Gray Maynard,FALSE,FALSE,Unanimous Decision,3
http://www.ufcstats.com/fighter-details/7d21de9c6d7c98b2,2008-05-24,Rich Clementi,Terry Etim,TRUE,FALSE,Unanimous Decision,3
http://www.ufcstats.com/fighter-details/7d21de9c6d7c98b2,2008-04-19,Rich Clementi,Sam Stout,TRUE,FALSE,Split Decision,3
http://www.ufcstats.com/fighter-details/7d21de9c6d7c98b2,2007-12-29,Rich Clementi,Melvin Guillard,TRUE,FALSE,Submission,1
http://www.ufcstats.com/fighter-details/7d3caf0f96f1b33d,2006-04-15,Nick Thompson,Karo Parisyan,FALSE,FALSE,Knockout,1
http://www.ufcstats.com/fighter-details/7d3caf0f96f1b33d,2005-11-19,Nick Thompson,Keith Wisniewski,TRUE,FALSE,Unanimous Decision,3
http://www.ufcstats.com/fighter-details/7d420039bbfe7c1a,2022-04-23,Aoriqileng,Cameron Else,TRUE,FALSE,Knockout,1
http://www.ufcstats.com/fighter-details/7d420039bbfe7c1a,2021-11-20,Aoriqileng,Cody Durden,FALSE,FALSE,Unanimous Decision,3
http://www.ufcstats.com/fighter-details/7d420039bbfe7c1a,2021-04-24,Aoriqileng,Jeff Molina,FALSE,FALSE,Unanimous Decision,3
http://www.ufcstats.com/fighter-details/7d5b12de1625984e,1994-03-11,Scott Baker,Jason DeLucia,FALSE,FALSE,Submission,1
http://www.ufcstats.com/fighter-details/7d96bc577e5178b2,2018-10-06,Gray Maynard,Nik Lentz,FALSE,FALSE,Knockout,2
http://www.ufcstats.com/fighter-details/7d96bc577e5178b2,2017-07-07,Gray Maynard,Teruto Ishihara,TRUE,FALSE,Unanimous Decision,3
http://www.ufcstats.com/fighter-details/7d96bc577e5178b2,2016-12-03,Gray Maynard,Ryan Hall,FALSE,FALSE,Unanimous Decision,3
http://www.ufcstats.com/fighter-details/7d96bc577e5178b2,2016-07-08,Gray Maynard,Fernando Bruno,TRUE,FALSE,Unanimous Decision,3
http://www.ufcstats.com/fighter-details/7d96bc577e5178b2,2015-04-04,Gray Maynard,Alexander Yakovlev,FALSE,FALSE,Unanimous Decision,3
http://www.ufcstats.com/fighter-details/7dcf06c1967801c1,2017-09-09,Adriano Martins,Kajan Johnson,FALSE,FALSE,Knockout,3
http://www.ufcstats.com/fighter-details/7dcf06c1967801c1,2016-10-08,Adriano Martins,Leonardo Santos,FALSE,FALSE,Split Decision,3
http://www.ufcstats.com/fighter-details/7dcf06c1967801c1,2015-10-03,Adriano Martins,Islam Makhachev,TRUE,FALSE,Knockout,1
http://www.ufcstats.com/fighter-details/7dcf06c1967801c1,2015-02-22,Adriano Martins,Rustam Khabilov,TRUE,FALSE,Split Decision,3
http://www.ufcstats.com/fighter-details/7dcf06c1967801c1,2014-07-06,Adriano Martins,Juan Manuel Puig,TRUE,FALSE,Knockout,1
http://www.ufcstats.com/fighter-details/7dda2cf308f24a02,2022-05-14,Virna Jandiroba,Angela Hill,TRUE,FALSE,Unanimous Decision,3
http://www.ufcstats.com/fighter-details/7dda2cf308f24a02,2021-10-30,Virna Jandiroba,Amanda Ribas,FALSE,FALSE,Unanimous Decision,3
http://www.ufcstats.com/fighter-details/7dda2cf308f24a02,2021-06-19,Virna Jandiroba,Kanako Murata,TRUE,FALSE,Knockout,2
http://www.ufcstats.com/fighter-details/7dda2cf308f24a02,2020-12-12,Virna Jandiroba,Mackenzie Dern,FALSE,FALSE,Unanimous Decision,3
http://www.ufcstats.com/fighter-details/7dda2cf308f24a02,2020-08-15,Virna Jandiroba,Felice Herrig,TRUE,FALSE,Submission,1
http://www.ufcstats.com/fighter-details/7dfb56f24fe5ddea,2017-11-25,Bobby Nash,Song Kenan,FALSE,FALSE,Knockout,1
http://www.ufcstats.com/fighter-details/7dfb56f24fe5ddea,2017-07-16,Bobby Nash,Danny Roberts,FALSE,FALSE,Knockout,2
http://www.ufcstats.com/fighter-details/7dfb56f24fe5ddea,2017-01-28,Bobby Nash,Li Jingliang,FALSE,FALSE,Knockout,2
http://www.ufcstats.com/fighter-details/7e208569469c8bc8,2015-02-28,Ruan Potts,Derrick Lewis,FALSE,FALSE,Knockout,2
http://www.ufcstats.com/fighter-details/7e208569469c8bc8,2014-08-30,Ruan Potts,Anthony Hamilton,FALSE,FALSE,Knockout,2
http://www.ufcstats.com/fighter-details/7e208569469c8bc8,2014-05-10,Ruan Potts,Soa Palelei,FALSE,FALSE,Knockout,1
http://www.ufcstats.com/fighter-details/7e47047d0971d566,2016-02-21,Daniel Sarafian,Oluwale Bamgbose,FALSE,FALSE,Knockout,1
http://www.ufcstats.com/fighter-details/7e47047d0971d566,2014-12-20,Daniel Sarafian,Antonio Dos Santos,TRUE,FALSE,Knockout,2
http://www.ufcstats.com/fighter-details/7e47047d0971d566,2014-06-14,Daniel Sarafian,Kiichi Kunimoto,FALSE,FALSE,Submission,1
http://www.ufcstats.com/fighter-details/7e47047d0971d566,2013-11-09,Daniel Sarafian,Cezar Ferreira,FALSE,FALSE,Split Decision,3
http://www.ufcstats.com/fighter-details/7e47047d0971d566,2013-06-08,Daniel Sarafian,Eddie Mendez,TRUE,FALSE,Submission,1
http://www.ufcstats.com/fighter-details/7e511f8d842a109d,2019-05-04,Arjan Bhullar,Juan Adams,TRUE,FALSE,Unanimous Decision,3
http://www.ufcstats.com/fighter-details/7e511f8d842a109d,2018-10-27,Arjan Bhullar,Marcelo Golm,TRUE,FALSE,Unanimous Decision,3
http://www.ufcstats.com/fighter-details/7e511f8d842a109d,2018-04-14,Arjan Bhullar,Adam Wieczorek,FALSE,FALSE,Submission,2
http://www.ufcstats.com/fighter-details/7e511f8d842a109d,2017-09-09,Arjan Bhullar,Luis Henrique,TRUE,FALSE,Unanimous Decision,3
http://www.ufcstats.com/fighter-details/7e69a4b0961aa555,2010-04-10,Brad Blackburn,DaMarques Johnson,FALSE,FALSE,Knockout,3
http://www.ufcstats.com/fighter-details/7e69a4b0961aa555,2010-01-11,Brad Blackburn,Amir Sadollah,FALSE,FALSE,Unanimous Decision,3
http://www.ufcstats.com/fighter-details/7e69a4b0961aa555,2009-06-20,Brad Blackburn,Edgar Garcia,TRUE,FALSE,Split Decision,3
http://www.ufcstats.com/fighter-details/7e69a4b0961aa555,2008-12-27,Brad Blackburn,Ryo Chonan,TRUE,FALSE,Unanimous Decision,3
http://www.ufcstats.com/fighter-details/7e69a4b0961aa555,2008-07-19,Brad Blackburn,James Giboo,TRUE,FALSE,Knockout,2
http://www.ufcstats.com/fighter-details/7ea1f74cef32f906,2017-04-15,Rashid Magomedov,Bobby Green,TRUE,FALSE,Split Decision,3
http://www.ufcstats.com/fighter-details/7ea1f74cef32f906,2016-11-05,Rashid Magomedov,Beneil Dariush,FALSE,FALSE,Unanimous Decision,3
http://www.ufcstats.com/fighter-details/7ea1f74cef32f906,2015-11-07,Rashid Magomedov,Gilbert Burns,TRUE,FALSE,Unanimous Decision,3
http://www.ufcstats.com/fighter-details/7ea1f74cef32f906,2014-12-20,Rashid Magomedov,Elias Silverio,TRUE,FALSE,Knockout,3
http://www.ufcstats.com/fighter-details/7ea1f74cef32f906,2014-05-31,Rashid Magomedov,Rodrigo Damm,TRUE,FALSE,Unanimous Decision,3
http://www.ufcstats.com/fighter-details/7ea4a9f07df33a45,2016-07-30,Francisco Rivera,Erik Perez,FALSE,FALSE,Unanimous Decision,3
http://www.ufcstats.com/fighter-details/7ea4a9f07df33a45,2016-02-27,Francisco Rivera,Brad Pickett,FALSE,FALSE,Split Decision,3
http://www.ufcstats.com/fighter-details/7ea4a9f07df33a45,2015-09-05,Francisco Rivera,John Lineker,FALSE,FALSE,Submission,1
http://www.ufcstats.com/fighter-details/7ea4a9f07df33a45,2015-06-06,Francisco Rivera,Alex Caceres,TRUE,FALSE,Knockout,1
http://www.ufcstats.com/fighter-details/7ea4a9f07df33a45,2014-12-06,Francisco Rivera,Urijah Faber,FALSE,FALSE,Submission,2
http://www.ufcstats.com/fighter-details/7f0b4a75ef3039a3,2008-12-10,Eddie Sanchez,Justin McCully,FALSE,FALSE,Unanimous Decision,3
http://www.ufcstats.com/fighter-details/7f0b4a75ef3039a3,2008-06-07,Eddie Sanchez,Antoni Hardonk,FALSE,FALSE,Knockout,2
http://www.ufcstats.com/fighter-details/7f0b4a75ef3039a3,2007-12-29,Eddie Sanchez,Soa Palelei,TRUE,FALSE,Knockout,3
http://www.ufcstats.com/fighter-details/7f0b4a75ef3039a3,2007-06-16,Eddie Sanchez,Colin Robinson,TRUE,FALSE,Knockout,2
http://www.ufcstats.com/fighter-details/7f0b4a75ef3039a3,2007-02-03,Eddie Sanchez,Mirko Cro Cop,FALSE,FALSE,Knockout,1
http://www.ufcstats.com/fighter-details/7f0f171414d0a287,2020-09-05,Zelim Imadaev,Michel Pereira,FALSE,FALSE,Submission,3
http://www.ufcstats.com/fighter-details/7f0f171414d0a287,2019-11-09,Zelim Imadaev,Danny Roberts,FALSE,FALSE,Knockout,2
http://www.ufcstats.com/fighter-details/7f0f171414d0a287,2019-04-13,Zelim Imadaev,Max Griffin,FALSE,FALSE,Split Decision,3
http://www.ufcstats.com/fighter-details/7f6ed67d3ed3c036,2022-06-25,Cody Durden,JP Buys,TRUE,FALSE,Knockout,1
http://www.ufcstats.com/fighter-details/7f6ed67d3ed3c036,2022-03-19,Cody Durden,Muhammad Mokaev,FALSE,FALSE,Submission,1
http://www.ufcstats.com/fighter-details/7f6ed67d3ed3c036,2021-11-20,Cody Durden,Aoriqileng,TRUE,FALSE,Unanimous Decision,3
http://www.ufcstats.com/fighter-details/7f6ed67d3ed3c036,2020-12-19,Cody Durden,Jimmy Flick,FALSE,FALSE,Submission,1
http://www.ufcstats.com/fighter-details/7f6ed67d3ed3c036,2020-08-01,Cody Durden,Chris Gutierrez,FALSE,TRUE,Other,3
http://www.ufcstats.com/fighter-details/7f6ef4e1227600bc,2013-01-19,Wagner Prado,Ildemar Alcantara,FALSE,FALSE,Submission,2
http://www.ufcstats.com/fighter-details/7f6ef4e1227600bc,2012-10-13,Wagner Prado,Phil Davis,FALSE,FALSE,Submission,2
http://www.ufcstats.com/fighter-details/7f955f71fa2ce7ac,2013-10-26,Alessio Sakara,Nicholas Musoke,FALSE,FALSE,Submission,1
http://www.ufcstats.com/fighter-details/7f955f71fa2ce7ac,2012-11-17,Alessio Sakara,Patrick Cote,FALSE,FALSE,Other,1
http://www.ufcstats.com/fighter-details/7f955f71fa2ce7ac,2012-04-14,Alessio Sakara,Brian Stann,FALSE,FALSE,Knockout,1
http://www.ufcstats.com/fighter-details/7f955f71fa2ce7ac,2011-03-03,Alessio Sakara,Chris Weidman,FALSE,FALSE,Unanimous Decision,3
http://www.ufcstats.com/fighter-details/7f955f71fa2ce7ac,2010-03-21,Alessio Sakara,James Irvin,TRUE,FALSE,Knockout,1
